"","node.degree","betweenness.centrality","closeness.centrality","node.transitivity"
"b8d9526872da0ffab564ac0848c304cb",95,289.279834921983,1.92878910619913e-05,0.608286674132139
"bebe0d7fb3dcb52b47fa05da386d8420",62,4876.0991464212,1.9311357009057e-05,0.590163934426229
"ffcab385b315612ba106dde70e60053d",67,87.1898520558749,1.92733930808519e-05,0.717774762550882
"e64688230a68e3be2c152efcdf9b8db5",3,0,1.90836052747085e-05,1
"47ac5ca58a00fc3761fd3358993649ef",14,55.3554733771006,1.91442519383555e-05,0.725274725274725
"e19dea7aaa4e26d65566e3e91ffc0091",20,125.669289288513,1.92377984263481e-05,0.484210526315789
"aab078db731d3e9cad2db713f0425e30",17,3.61367705352613,1.91861245946931e-05,0.691176470588235
"86c8cfef6fb4444d60a19664cdd122e2",10,1228.24770784038,1.92466847585503e-05,0.422222222222222
"b04316df83a04d113042234636f99975",115,637.794944311123,1.93117299447684e-05,0.513348588863463
"8350b0111245ffb5d36975cf70379a69",11,857.964518133974,1.91501177732243e-05,0.454545454545455
"25ff3306209e20d3418844cc4c35e6b4",34,1831.35054346742,1.91710440550592e-05,0.408199643493761
"7d5cc4de8bdc7662187b646905c5f3d0",0,0,3.26411238991781e-06,NA
"bbc8fac41a4c0a18d869066c565549d8",14,25.2480203568452,1.91105930017008e-05,0.857142857142857
"eb6f24a571e2cf6411dc1b09123472a1",6,59.3729986749346,1.91666347222755e-05,0.333333333333333
"b9f9bf8e3be5f04adada37e1af4032c9",29,107.855445250802,1.92496486939113e-05,0.66256157635468
"55fbf34ac992573eceaea636fd77e639",128,868.423061414474,1.93184452515262e-05,0.474409448818898
"77562db897b3431287fc9208ffcf8d1e",59,163.989553150215,1.92607715865098e-05,0.695499707773232
"e09832730d01bdaeb34f5f52b922ec04",8,7.5443101059635,1.92019662813472e-05,0.714285714285714
"d9da76cb313b23ef945e62a4960f9899",10,836.708906414598,1.92470552005543e-05,0.288888888888889
"d1c6bd5a65df6bd1833402c40608b9cd",87,561.973424429367,1.92804534762658e-05,0.608928094092489
"c654d8add45e7f150770ee25ee084dc5",81,664.127557620591,1.92942175230084e-05,0.56358024691358
"2b05a6e9e6c580f7fc168a5bbb29de2d",8,156.601260078939,1.91898063748537e-05,0.535714285714286
"c1ba9460c7bf03aa48206243533697a9",86,343.695796353086,1.92864030858245e-05,0.629274965800274
"6b1558497d923474fc0f56dc0c313b23",9,251.807470541991,1.92474256568184e-05,0.444444444444444
"1355c6700412ed459cf0231481fae02e",0,0,3.26411238991781e-06,NA
"ed9270c64cfc52f39dfa6238e704e4ac",15,516.201474283334,1.91168036704263e-05,0.438095238095238
"f21f9a7ccdd79de8236ffe58931cdbd6",60,563.054426336067,1.9291239847985e-05,0.724858757062147
"a1fdb48d0520fc1fb5d0131542831c3c",81,455.251177407919,1.92957067052581e-05,0.666358024691358
"92dd94c87791979374e981b15629d089",2,0,1.88572506128606e-05,1
"4c332960b3e08bad4bbc005640907e5c",44,65.669470633973,1.92644820743994e-05,0.752642706131078
"c3165804e358744dde023c78caffcfaa",96,1615.42878696449,1.93072556666795e-05,0.540131578947368
"28017af2bd2679a25b13c96710785300",31,742.906819029974,1.9162227417315e-05,0.496774193548387
"60988edb288c156ae0532768b64d2fdb",7,88.217550938235,1.91563541626758e-05,0.476190476190476
"66258b98449bedb97d642bf72e98016e",100,805.028819732176,1.92949620853995e-05,0.58020202020202
"9c4b1ac9adee82a75067e0823c244541",0,0,3.26411238991781e-06,NA
"09caf651784ce4b4db1632f1aecdb2b7",29,814.235191469979,1.91868608376983e-05,0.554187192118227
"4608fae4bbc9964cdd17af8782f2155e",23,77.5888577522743,1.92244843032086e-05,0.592885375494071
"74b06af5ba1958dcecf7f299063d99d1",104,2133.43940893035,1.93244183350081e-05,0.511202389843167
